learner_id,readiness_high,barrier_flag,baseline_band,offer,skill_gain,engagement_week4
L2249,1,1,0.5,0,1.153396,4.461960
L2253,1,1,0.5,0,4.290598,3.952556
L2259,1,1,0.5,1,3.413713,6.335130
L2262,1,1,0.5,1,3.908643,5.505915
L2266,1,1,0.5,1,8.361433,5.726834
L2272,1,1,0.5,1,9.017020,7.282731
L2273,1,1,0.5,1,6.241425,5.348604
L2276,1,1,0.5,0,3.521527,4.770130
L2284,1,1,0.5,0,-0.985886,6.546323
L2286,1,1,0.5,1,8.973284,6.433688
L2292,1,1,0.5,1,10.141295,5.277628
L2293,1,1,0.5,0,0.878312,3.553531
L2302,1,1,0.5,0,1.415709,4.282377
L2307,1,1,0.5,1,6.077497,6.570207
L2312,1,1,0.5,1,8.034242,5.420394
L2313,1,1,0.5,1,9.264317,5.601928
L2314,1,1,0.5,1,9.338123,6.678854
L2322,1,1,0.5,0,0.428662,5.353271
L2323,1,1,0.5,1,6.364790,6.873411
L2324,1,1,0.5,1,6.009014,4.708398
L2326,1,1,0.5,1,7.489886,5.616038
L2328,1,1,0.5,1,7.885330,8.090460
L2330,1,1,0.5,1,9.423920,6.433275
L2331,1,1,0.5,0,2.882222,5.025217
L2332,1,1,0.5,1,7.922785,7.084663
L2344,1,1,0.5,1,7.776194,6.648217
L2348,1,1,0.5,1,6.853007,4.805175
L2349,1,1,0.5,0,0.642960,5.403423
L2353,1,1,0.5,0,2.473665,4.885091
L2359,1,1,0.5,1,4.299271,7.368403
L2364,1,1,0.5,1,2.448619,5.560449
L2367,1,1,0.5,0,2.732861,4.367351
L2370,1,1,0.5,1,6.990013,6.165585
L2372,1,1,0.5,0,0.715702,4.632557
L2379,1,1,0.5,0,3.864661,4.412291
L2382,1,1,0.5,0,2.771600,5.780425
L2393,1,1,0.5,1,4.224148,7.562508
L2395,1,1,0.5,0,2.530826,4.659948
L2399,1,1,0.5,1,7.812821,7.260301
