learner_id,readiness_high,barrier_flag,baseline_band,offer,skill_gain,engagement_week4
L0735,0,1,-0.5,1,-3.243229,3.551564
L0736,0,1,-0.5,0,6.180742,3.321298
L0737,0,1,-0.5,0,0.470964,2.710700
L0739,0,1,-0.5,1,1.048888,4.965729
L0741,0,1,-0.5,1,1.567914,5.956768
L0742,0,1,-0.5,0,0.572334,2.901759
L0743,0,1,-0.5,1,-1.561636,5.742324
L0744,0,1,-0.5,0,-1.015021,4.051865
L0746,0,1,-0.5,0,2.084782,3.066086
L0747,0,1,-0.5,1,1.033392,5.207580
L0748,0,1,-0.5,0,-5.983150,1.556596
L0749,0,1,-0.5,1,-0.997104,5.230545
L0751,0,1,-0.5,1,1.057903,4.421250
L0752,0,1,-0.5,1,1.848672,2.854370
L0754,0,1,-0.5,1,-0.097244,3.953529
L0755,0,1,-0.5,0,0.882333,4.732605
L0756,0,1,-0.5,0,0.098507,3.335638
L0758,0,1,-0.5,1,3.274586,4.342038
L0759,0,1,-0.5,1,-1.160128,3.375308
L0764,0,1,-0.5,0,1.011558,3.245531
L0765,0,1,-0.5,1,-1.027232,4.073901
L0766,0,1,-0.5,1,-0.395204,6.387700
L0767,0,1,-0.5,1,0.102361,4.149397
L0769,0,1,-0.5,1,-0.877575,6.146211
L0770,0,1,-0.5,1,-0.118073,6.126544
L0771,0,1,-0.5,0,0.208519,3.769209
L0772,0,1,-0.5,0,-3.308515,5.541696
L0773,0,1,-0.5,0,1.936883,2.664205
L0779,0,1,-0.5,1,-5.256009,7.850002
L0780,0,1,-0.5,0,0.172952,2.441688
L0781,0,1,-0.5,0,-2.108138,2.699308
L0782,0,1,-0.5,1,-2.544978,4.702252
L0783,0,1,-0.5,0,2.471723,4.046494
L0784,0,1,-0.5,1,3.142773,4.687734
L0785,0,1,-0.5,1,-0.322325,4.347208
L0786,0,1,-0.5,1,0.281741,5.065428
L0788,0,1,-0.5,0,1.408188,3.914955
L0790,0,1,-0.5,1,-0.844494,5.033036
L0791,0,1,-0.5,0,-0.542196,2.388665
L0792,0,1,-0.5,0,-0.359227,1.656033
L0793,0,1,-0.5,1,-0.251529,5.509338
L0794,0,1,-0.5,0,2.652854,0.753978
L0795,0,1,-0.5,1,2.331054,4.047272
L0796,0,1,-0.5,0,0.432753,2.254384
L0797,0,1,-0.5,0,-2.879713,2.839349
L0798,0,1,-0.5,1,-1.167845,3.682896
L0800,0,1,-0.5,0,-2.906769,3.128639
L0801,0,1,-0.5,1,0.066012,4.388224
L0804,0,1,-0.5,1,-0.730544,3.523326
L0805,0,1,-0.5,0,0.174879,3.103615
L0807,0,1,-0.5,1,0.401638,4.185449
L0808,0,1,-0.5,0,-3.786657,2.757763
L0809,0,1,-0.5,0,-0.277842,1.321840
L0811,0,1,-0.5,1,-0.971267,4.832109
L0812,0,1,-0.5,0,0.058204,4.957833
L0814,0,1,-0.5,1,-2.053084,3.135633
L0815,0,1,-0.5,1,-1.688692,4.977040
L0816,0,1,-0.5,1,-1.266521,4.646680
L0818,0,1,-0.5,0,-0.282251,2.675229
L0820,0,1,-0.5,1,1.740076,2.834025
L0823,0,1,-0.5,0,-1.114038,3.931599
L0824,0,1,-0.5,0,-0.796273,4.322970
L0825,0,1,-0.5,0,3.130963,2.711341
L0826,0,1,-0.5,0,-1.056324,4.169915
L0827,0,1,-0.5,1,-1.122566,5.729399
L0828,0,1,-0.5,1,-3.770003,5.121887
L0829,0,1,-0.5,1,-1.217352,4.895662
L0830,0,1,-0.5,0,-1.154805,4.161033
L0831,0,1,-0.5,1,3.223929,5.804944
L0836,0,1,-0.5,0,-0.193481,2.070396
L0837,0,1,-0.5,0,-4.660440,2.477687
L0838,0,1,-0.5,0,1.068749,2.649436
L0839,0,1,-0.5,1,1.548662,5.121840
L0840,0,1,-0.5,0,-1.785480,2.295275
L0841,0,1,-0.5,1,1.044152,3.329752
L0842,0,1,-0.5,1,-0.107717,5.631875
L0843,0,1,-0.5,1,0.361069,5.297250
L0844,0,1,-0.5,1,-3.926591,4.773760
L0845,0,1,-0.5,0,-1.155667,2.339743
L0847,0,1,-0.5,1,2.329659,6.391956
L0848,0,1,-0.5,0,0.261265,2.007688
L0849,0,1,-0.5,1,-0.300619,5.239564
L0851,0,1,-0.5,0,0.269694,1.213847
L0852,0,1,-0.5,0,-1.222145,3.499221
L0853,0,1,-0.5,1,-2.777773,4.476387
L0854,0,1,-0.5,0,-1.303231,2.723954
L0855,0,1,-0.5,0,-1.458666,3.311994
L0856,0,1,-0.5,1,-0.214410,6.290112
L0859,0,1,-0.5,1,0.039622,5.618773
L0860,0,1,-0.5,1,-1.069523,4.419288
L0862,0,1,-0.5,1,-0.755190,3.325322
L0863,0,1,-0.5,1,-0.925151,5.103232
L0864,0,1,-0.5,1,3.583178,6.471950
L0866,0,1,-0.5,1,2.835655,3.776142
L0868,0,1,-0.5,0,0.587663,3.307866
L0869,0,1,-0.5,0,-0.544671,3.615494
L0870,0,1,-0.5,0,0.944784,3.149877
L0871,0,1,-0.5,0,0.542050,2.887287
L0873,0,1,-0.5,1,-2.038288,6.572012
L0874,0,1,-0.5,1,-2.755015,5.129281
L0875,0,1,-0.5,0,-0.664627,1.424273
L0876,0,1,-0.5,0,0.488346,3.362118
L0877,0,1,-0.5,1,2.085108,4.243672
L0878,0,1,-0.5,1,0.881825,5.112738
L0879,0,1,-0.5,1,-0.144243,4.407326
L0880,0,1,-0.5,0,0.676757,2.791355
L0883,0,1,-0.5,0,1.360046,1.844461
L0884,0,1,-0.5,1,4.000797,5.298183
L0887,0,1,-0.5,0,-1.858609,3.010556
L0889,0,1,-0.5,0,2.649357,3.532474
L0892,0,1,-0.5,1,-1.193876,3.641048
L0893,0,1,-0.5,1,-0.007205,4.142375
L0894,0,1,-0.5,0,-0.906855,2.684735
L0895,0,1,-0.5,0,-0.801847,2.549980
L0896,0,1,-0.5,1,0.827274,4.984026
L0897,0,1,-0.5,1,-0.583015,5.361086
L0898,0,1,-0.5,1,-0.182624,5.325241
L0899,0,1,-0.5,0,0.365978,2.154329
L0900,0,1,-0.5,0,-1.527451,2.330035
L0902,0,1,0.5,1,2.971307,7.117373
L0903,0,1,0.5,0,0.472504,2.096376
L0904,0,1,0.5,1,0.022476,5.266371
L0905,0,1,0.5,0,-3.111845,4.824869
L0906,0,1,0.5,0,3.635323,4.642321
L0908,0,1,0.5,0,-0.013038,3.537311
L0910,0,1,0.5,1,3.508524,6.261755
L0911,0,1,0.5,1,2.454180,5.941603
L0912,0,1,0.5,1,-1.349267,6.173785
L0913,0,1,0.5,1,2.351027,6.409113
L0915,0,1,0.5,1,0.462589,5.968608
L0916,0,1,0.5,0,0.371392,3.432354
L0917,0,1,0.5,0,4.150473,3.515521
L0918,0,1,0.5,0,3.629750,3.777868
L0919,0,1,0.5,1,2.856036,6.115886
L0920,0,1,0.5,0,1.492574,6.069878
L0921,0,1,0.5,0,-1.432284,3.425778
L0922,0,1,0.5,1,0.692233,6.183438
L0923,0,1,0.5,1,2.525246,5.690196
L0924,0,1,0.5,1,0.307130,5.806918
L0925,0,1,0.5,0,3.178439,5.026450
L0926,0,1,0.5,0,-0.137544,2.731013
L0927,0,1,0.5,1,2.332980,7.397959
L0928,0,1,0.5,0,-0.304383,3.088340
L0929,0,1,0.5,1,2.003311,6.079123
L0932,0,1,0.5,0,1.470600,3.627546
L0934,0,1,0.5,1,5.071682,6.837138
L0935,0,1,0.5,1,1.520169,4.875239
L0936,0,1,0.5,1,2.302364,6.415178
L0937,0,1,0.5,0,-1.500983,3.458310
L0938,0,1,0.5,0,1.273236,3.712042
L0941,0,1,0.5,0,5.162121,3.056880
L0942,0,1,0.5,1,-0.423016,6.190856
L0944,0,1,0.5,0,1.087480,3.117290
L0945,0,1,0.5,1,3.820627,5.439321
L0947,0,1,0.5,1,-0.751409,5.099712
L0948,0,1,0.5,0,-1.395891,4.935519
L0950,0,1,0.5,0,0.410033,5.917671
L0951,0,1,0.5,1,0.504028,7.310059
L0954,0,1,0.5,1,0.818913,6.310119
L0955,0,1,0.5,1,0.643010,6.620903
L0957,0,1,0.5,1,0.674610,4.468378
L0958,0,1,0.5,1,4.539956,6.384856
L0959,0,1,0.5,1,-2.313833,7.845308
L0960,0,1,0.5,0,-1.772352,5.394737
L0963,0,1,0.5,1,-1.533227,7.603759
L0964,0,1,0.5,0,-0.993958,3.250177
L0965,0,1,0.5,1,-1.830545,5.900123
L0967,0,1,0.5,0,-2.686924,4.384114
L0968,0,1,0.5,1,2.179815,3.996682
L0969,0,1,0.5,0,2.217986,4.829301
L0970,0,1,0.5,1,1.983150,4.205399
L0971,0,1,0.5,1,1.630069,5.457586
L0973,0,1,0.5,0,-0.298447,3.430202
L0974,0,1,0.5,0,-1.816928,4.564752
L0976,0,1,0.5,1,-0.906903,6.652954
L0978,0,1,0.5,0,-0.432630,4.351214
L0979,0,1,0.5,0,-1.526633,3.268701
L0980,0,1,0.5,1,0.849595,5.195355
L0981,0,1,0.5,0,4.183553,4.419223
L0982,0,1,0.5,1,0.581916,6.166101
L0983,0,1,0.5,1,2.382970,5.076290
L0986,0,1,0.5,1,1.076712,5.045969
L0987,0,1,0.5,0,0.138278,5.266070
L0988,0,1,0.5,0,0.918040,5.314850
L0989,0,1,0.5,1,0.566249,4.658450
L0990,0,1,0.5,0,2.040833,2.899121
L0991,0,1,0.5,1,-1.008260,5.571771
L0992,0,1,0.5,0,1.196926,2.412386
L0993,0,1,0.5,0,0.747204,5.154482
L0994,0,1,0.5,1,2.834521,5.794904
L0995,0,1,0.5,0,2.300281,3.808795
L0996,0,1,0.5,0,-0.880840,5.825390
L0997,0,1,0.5,1,1.358893,6.724895
L0999,0,1,0.5,0,-0.762632,4.085840
L1000,0,1,0.5,1,4.288652,5.730235
L1001,0,1,0.5,1,1.243266,4.434688
L1002,0,1,0.5,1,3.002019,5.212615
L1003,0,1,0.5,0,-0.996251,4.198768
L1004,0,1,0.5,1,2.190173,6.672582
L1005,0,1,0.5,1,0.955485,5.253650
L1006,0,1,0.5,0,2.929141,3.951165
L1007,0,1,0.5,1,3.109525,6.676120
L1009,0,1,0.5,1,-1.629451,6.863527
L1010,0,1,0.5,0,-1.919874,3.575283
L1011,0,1,0.5,0,-1.509782,5.011935
L1015,0,1,0.5,1,-0.739930,6.818959
L1016,0,1,0.5,0,1.096140,4.207802
L1018,0,1,0.5,1,2.330937,4.483389
L1020,0,1,0.5,1,0.933121,8.394703
L1022,0,1,0.5,0,1.919341,3.494409
L1023,0,1,0.5,0,2.620930,4.774193
L1025,0,1,0.5,1,-0.420151,5.079669
L1026,0,1,0.5,1,0.409007,4.279508
L1027,0,1,0.5,1,3.434079,6.706884
L1029,0,1,0.5,1,-1.370062,4.974356
L1030,0,1,0.5,0,-2.677430,3.840112
L1031,0,1,0.5,1,1.722602,6.682947
L1032,0,1,0.5,1,0.761320,6.596012
L1033,0,1,0.5,0,-3.263489,2.991212
L1034,0,1,0.5,0,-1.836044,4.000071
L1035,0,1,0.5,0,3.304085,4.984628
L1037,0,1,0.5,0,3.194707,1.948229
L1038,0,1,0.5,0,0.467174,5.651684
L1039,0,1,0.5,1,3.744369,6.977646
L1041,0,1,0.5,1,4.670421,5.588010
L1043,0,1,0.5,0,0.101963,3.197472
L1044,0,1,0.5,1,-0.505739,5.189434
L1045,0,1,0.5,0,0.349652,4.940285
L1046,0,1,0.5,1,-0.072678,6.119133
L1048,0,1,0.5,1,0.624490,6.685439
L1049,0,1,0.5,0,0.403732,2.541853
L1051,0,1,0.5,1,0.805202,7.370855
L1052,0,1,0.5,1,2.025876,5.664751
L1053,0,1,0.5,0,-0.776035,3.142285
L1054,0,1,0.5,1,-0.122186,6.012275
L1055,0,1,0.5,1,-0.994232,6.090803
L1056,0,1,0.5,0,1.027733,4.279936
L1057,0,1,0.5,0,-0.402377,1.283018
L1058,0,1,0.5,1,3.525161,5.670748
L1059,0,1,0.5,0,1.126989,2.590354
L1060,0,1,0.5,1,-2.092573,8.586531
L1061,0,1,0.5,1,2.596544,7.564617
L1062,0,1,0.5,0,3.072345,2.736005
L1063,0,1,0.5,0,0.795996,4.504682
L1065,0,1,0.5,1,0.946055,6.445321
L1066,0,1,0.5,0,2.331125,3.011521
L1067,0,1,0.5,1,0.123955,6.877338
L1069,0,1,0.5,1,1.190245,5.341623
L1070,0,1,0.5,0,1.521032,5.064770
L1071,0,1,0.5,1,-1.900279,6.069118
L1073,0,1,0.5,1,0.682753,7.116504
L1076,0,1,0.5,0,1.600342,3.738321
L1077,0,1,0.5,0,-3.180216,4.754003
L1078,0,1,0.5,0,-0.980338,2.720176
L1081,0,1,0.5,1,0.447609,5.793503
L1082,0,1,0.5,1,4.755321,6.283399
L1083,0,1,0.5,0,2.400286,5.141626
L1084,0,1,0.5,1,-2.044459,4.525244
L1085,0,1,0.5,1,4.784065,5.925600
L1087,0,1,0.5,0,1.683148,4.552122
L1088,0,1,0.5,1,2.447938,7.699229
L1089,0,1,0.5,0,-1.960243,4.599950
L1090,0,1,0.5,1,3.610665,7.143226
L1091,0,1,0.5,1,0.795788,7.423920
L1092,0,1,0.5,1,0.717126,5.829649
L1093,0,1,0.5,0,4.381814,3.212345
L1095,0,1,0.5,1,0.612539,5.307921
L1097,0,1,0.5,1,3.422588,5.953811
L1099,0,1,0.5,1,-1.130481,7.142312
L1100,0,1,0.5,0,2.525645,3.558290
L1103,0,1,0.5,1,2.418594,5.024792
L1104,0,1,0.5,1,-0.453575,6.134362
L1106,0,1,0.5,1,-0.877250,8.756684
L1108,0,1,0.5,0,1.211095,3.540167
L1109,0,1,0.5,1,3.616013,5.198092
L1110,0,1,0.5,1,6.364675,6.021351
L1111,0,1,0.5,0,1.042417,4.490378
L1112,0,1,0.5,1,1.997509,6.479818
L1113,0,1,0.5,1,0.829012,6.791915
L1114,0,1,0.5,0,1.160153,3.795983
L1115,0,1,0.5,1,0.698816,4.290004
L1117,0,1,0.5,1,-0.869534,7.185632
L1118,0,1,0.5,1,0.886918,5.136752
L1120,0,1,0.5,1,1.782731,5.892543
L1122,0,1,0.5,0,-1.297652,2.913258
L1125,0,1,0.5,0,4.175935,3.279413
L1126,0,1,0.5,1,5.298254,6.564834
L1128,0,1,0.5,0,-0.264396,2.294431
L1129,0,1,0.5,1,0.139709,4.884496
L1130,0,1,0.5,0,-1.123093,3.811596
L1131,0,1,0.5,1,0.965595,4.949494
L1132,0,1,0.5,0,-0.947164,2.186448
L1133,0,1,0.5,0,2.570457,3.762038
L1135,0,1,0.5,0,1.195107,3.595723
L1136,0,1,0.5,1,-1.031415,5.144525
L1137,0,1,0.5,0,-4.433371,4.832450
L1139,0,1,0.5,1,3.960631,5.641317
L1140,0,1,0.5,1,4.178294,6.861692
L1141,0,1,0.5,1,3.763921,5.059439
L1142,0,1,0.5,1,-2.828115,4.910234
L1143,0,1,0.5,1,1.614127,7.647308
L1144,0,1,0.5,0,0.241294,2.240968
L1145,0,1,0.5,1,0.153467,5.068339
L1147,0,1,0.5,1,4.192116,4.833575
L1148,0,1,0.5,0,-2.248054,3.332874
L1149,0,1,0.5,0,0.956160,2.597500
L1151,0,1,0.5,0,0.102202,3.280182
L1153,0,1,0.5,0,-3.157442,2.099213
L1154,0,1,0.5,0,0.068351,3.549221
L1155,0,1,0.5,1,3.555602,5.197100
L1157,0,1,0.5,1,1.457763,6.441986
L1158,0,1,0.5,1,0.031250,6.172068
L1159,0,1,0.5,1,1.578695,5.285950
L1160,0,1,0.5,1,1.326787,6.276189
L1161,0,1,0.5,0,1.301429,5.082669
L1162,0,1,0.5,1,-0.221052,7.776449
L1164,0,1,0.5,0,-1.301065,4.113034
L1165,0,1,0.5,0,1.917624,3.098706
L1167,0,1,0.5,0,0.334360,2.913891
L1169,0,1,0.5,1,0.096902,6.248541
L1171,0,1,0.5,0,-2.109100,3.669486
L1172,0,1,0.5,0,-0.379945,5.271239
L1173,0,1,0.5,0,1.330590,4.393894
L1174,0,1,0.5,0,-2.124832,3.513911
L1175,0,1,0.5,1,2.022455,7.355521
L1176,0,1,0.5,0,0.667714,4.263418
L1178,0,1,0.5,1,4.950863,6.015861
L1179,0,1,0.5,0,1.441805,4.660833
L1181,0,1,0.5,1,2.085654,5.693883
L1182,0,1,0.5,0,1.615961,5.625894
L1184,0,1,0.5,1,2.399766,6.745201
L1185,0,1,0.5,0,-1.061042,3.513401
L1186,0,1,0.5,1,3.786517,5.965148
L1187,0,1,0.5,1,1.156207,6.394391
L1188,0,1,0.5,1,3.793286,5.882166
L1189,0,1,0.5,1,-1.072555,5.508962
L1190,0,1,0.5,1,3.370330,5.948436
L1192,0,1,0.5,1,1.370965,3.938991
L1195,0,1,0.5,0,2.693143,2.958155
L1196,0,1,0.5,0,-2.290373,4.145200
L1197,0,1,0.5,0,-1.717654,4.138382
L1198,0,1,0.5,0,3.201809,5.396183
L1199,0,1,0.5,0,-2.523533,4.341120
L1200,0,1,0.5,1,0.212754,4.688925
L1201,1,0,-0.5,1,3.829341,5.961468
L1204,1,0,-0.5,1,1.912060,5.426445
L1205,1,0,-0.5,1,7.720214,8.892935
L1208,1,0,-0.5,1,7.169468,7.225692
L1209,1,0,-0.5,1,3.196188,5.543876
L1210,1,0,-0.5,0,-1.715064,2.875812
L1212,1,0,-0.5,0,-0.349699,3.619203
L1213,1,0,-0.5,0,1.145754,5.486103
L1214,1,0,-0.5,0,-0.120799,4.057830
L1215,1,0,-0.5,0,3.689549,3.433018
L1217,1,0,-0.5,0,3.307295,4.913458
L1218,1,0,-0.5,1,0.601818,6.383147
L1219,1,0,-0.5,0,3.449133,3.549262
L1222,1,0,-0.5,1,-0.393034,7.398304
L1223,1,0,-0.5,0,3.590899,5.222811
L1224,1,0,-0.5,1,6.161870,7.556605
L1226,1,0,-0.5,1,2.067143,5.353245
L1227,1,0,-0.5,0,3.526567,2.760527
L1228,1,0,-0.5,0,1.888122,4.207190
L1229,1,0,-0.5,0,0.871213,4.495341
L1230,1,0,-0.5,0,2.588917,2.906193
L1231,1,0,-0.5,0,-2.303682,5.175494
L1233,1,0,-0.5,0,1.523386,3.528527
L1234,1,0,-0.5,0,1.259601,3.478635
L1235,1,0,-0.5,1,4.244123,5.113852
L1236,1,0,-0.5,0,1.255861,3.846534
L1237,1,0,-0.5,0,0.322749,4.301166
L1238,1,0,-0.5,0,0.329929,2.681650
L1239,1,0,-0.5,1,0.897855,5.376885
L1240,1,0,-0.5,1,5.890580,7.106605
L1241,1,0,-0.5,1,6.996353,4.753680
L1243,1,0,-0.5,1,3.823936,7.601490
L1244,1,0,-0.5,0,1.210859,3.944476
L1245,1,0,-0.5,1,5.379195,5.959103
L1246,1,0,-0.5,0,2.741105,4.394611
L1247,1,0,-0.5,1,4.867402,7.547269
L1248,1,0,-0.5,1,6.734438,6.414678
L1250,1,0,-0.5,0,3.297968,3.236270
L1251,1,0,-0.5,0,4.230247,4.701263
L1252,1,0,-0.5,0,-1.007669,2.860982
L1253,1,0,-0.5,1,4.028606,5.574946
L1254,1,0,-0.5,1,2.138175,5.158130
L1255,1,0,-0.5,1,4.635181,4.687393
L1256,1,0,-0.5,1,0.620625,5.206387
L1257,1,0,-0.5,1,1.033149,6.055238
L1259,1,0,-0.5,1,2.340171,6.645342
L1260,1,0,-0.5,1,3.132616,4.289558
L1261,1,0,-0.5,1,4.708669,5.052647
L1262,1,0,-0.5,1,6.156127,7.229309
L1264,1,0,-0.5,0,2.244198,2.720191
L1265,1,0,-0.5,1,1.329807,8.352884
L1266,1,0,-0.5,0,0.150384,4.761336
L1267,1,0,-0.5,1,6.034467,5.294646
L1268,1,0,-0.5,1,2.593103,5.824384
L1270,1,0,-0.5,1,3.455421,8.583058
L1272,1,0,-0.5,1,2.936971,5.409880
L1273,1,0,-0.5,0,0.467870,4.117030
L1274,1,0,-0.5,0,2.239880,5.362487
L1275,1,0,-0.5,0,2.175405,3.190758
L1276,1,0,-0.5,0,1.411095,3.922397
L1279,1,0,-0.5,1,4.359036,6.412336
L1280,1,0,-0.5,0,1.294080,3.647021
L1281,1,0,-0.5,1,5.430301,5.862360
L1283,1,0,-0.5,0,0.538993,4.272757
L1284,1,0,-0.5,1,3.975451,5.935465
L1285,1,0,-0.5,1,5.370785,4.855125
L1286,1,0,-0.5,1,2.075831,5.035408
L1287,1,0,-0.5,0,1.246161,4.265579
L1288,1,0,-0.5,1,5.348958,6.644183
L1292,1,0,-0.5,0,1.772711,3.914080
L1293,1,0,-0.5,1,4.925250,4.696106
L1295,1,0,-0.5,1,4.483797,6.246164
L1296,1,0,-0.5,0,5.657044,2.587173
L1297,1,0,-0.5,0,1.276758,5.749911
L1299,1,0,-0.5,0,-1.543450,2.617650
L1300,1,0,-0.5,0,1.857301,3.497068
L1301,1,0,-0.5,0,-0.000656,6.269913
L1302,1,0,-0.5,0,1.261270,3.796794
L1303,1,0,-0.5,0,1.027331,4.890606
L1304,1,0,-0.5,1,3.216494,3.747533
L1305,1,0,-0.5,1,6.099846,7.196665
L1306,1,0,-0.5,0,1.841321,4.815612
L1307,1,0,-0.5,0,-2.000619,2.532951
L1309,1,0,-0.5,0,2.805921,3.306236
L1310,1,0,-0.5,0,-2.719632,4.494370
L1311,1,0,-0.5,1,3.404830,5.855925
L1312,1,0,-0.5,1,6.091102,5.105692
L1315,1,0,-0.5,0,2.681104,3.639524
L1316,1,0,-0.5,0,6.018017,3.988772
L1317,1,0,-0.5,0,2.602205,3.076291
L1319,1,0,-0.5,1,2.336368,5.236349
L1321,1,0,-0.5,1,3.947227,6.592645
L1322,1,0,-0.5,0,1.914221,4.159466
L1323,1,0,-0.5,0,2.668472,2.982880
L1324,1,0,-0.5,0,2.012652,3.483546
L1326,1,0,-0.5,1,2.610227,6.830286
L1327,1,0,-0.5,1,2.175371,7.038949
L1328,1,0,-0.5,0,-0.640965,2.181476
L1329,1,0,-0.5,0,-1.880163,3.468610
L1330,1,0,-0.5,1,4.047090,5.323379
L1331,1,0,-0.5,0,4.285130,3.944343
L1332,1,0,-0.5,1,1.127452,6.994411
L1333,1,0,-0.5,0,2.263153,3.033689
L1334,1,0,-0.5,0,6.348713,2.682321
L1335,1,0,-0.5,0,1.213633,4.491544
L1336,1,0,-0.5,1,4.784486,6.263012
L1337,1,0,-0.5,0,0.516423,3.005053
L1338,1,0,-0.5,0,2.812855,3.767035
L1339,1,0,-0.5,1,1.920169,6.375731
L1342,1,0,-0.5,0,3.642589,4.141817
L1345,1,0,-0.5,0,4.862957,0.458921
L1347,1,0,-0.5,1,2.923806,6.494710
L1348,1,0,-0.5,0,2.482919,3.254865
L1349,1,0,-0.5,1,4.738020,4.258293
L1350,1,0,-0.5,1,5.060269,7.164081
L1351,1,0,-0.5,1,0.648525,6.542458
L1353,1,0,-0.5,0,1.274608,3.303600
L1354,1,0,-0.5,1,5.535149,5.900619
L1355,1,0,-0.5,1,5.337068,6.312028
L1356,1,0,-0.5,1,8.492877,6.197120
L1358,1,0,-0.5,1,4.893258,6.236636
L1359,1,0,-0.5,0,1.915086,6.012162
L1360,1,0,-0.5,0,0.665328,3.760237
L1362,1,0,-0.5,1,6.590698,5.774584
L1363,1,0,-0.5,0,3.145804,3.367410
L1364,1,0,-0.5,1,3.652962,7.335640
L1365,1,0,-0.5,1,3.006698,6.946426
L1366,1,0,-0.5,0,0.139412,4.847162
L1369,1,0,-0.5,1,4.294546,5.017905
L1370,1,0,-0.5,0,3.571013,5.249432
L1371,1,0,-0.5,0,-2.995313,4.121603
L1374,1,0,-0.5,1,2.828810,6.377695
L1376,1,0,-0.5,0,3.184497,3.228498
L1377,1,0,-0.5,0,2.286529,5.414716
L1379,1,0,-0.5,1,5.397575,5.795070
L1380,1,0,-0.5,1,3.927032,4.227085
L1381,1,0,-0.5,1,5.344545,7.694459
L1383,1,0,-0.5,0,-1.282457,2.140206
L1384,1,0,-0.5,1,7.036393,6.105194
L1385,1,0,-0.5,0,-0.618777,4.115780
L1388,1,0,-0.5,1,6.385520,6.054289
L1389,1,0,-0.5,0,1.150779,2.760904
L1390,1,0,-0.5,0,1.553831,4.584147
L1391,1,0,-0.5,1,5.028867,5.230392
L1392,1,0,-0.5,1,4.557722,6.529895
L1393,1,0,-0.5,0,2.301732,4.062228
L1395,1,0,-0.5,0,-0.369422,3.376756
L1396,1,0,-0.5,0,4.270755,3.779506
L1397,1,0,-0.5,0,1.979730,3.303757
L1398,1,0,-0.5,1,4.419040,5.794412
L1400,1,0,-0.5,1,4.089923,7.997501
L1401,1,0,-0.5,0,-0.245155,2.871025
L1403,1,0,-0.5,1,4.726018,5.584201
L1404,1,0,-0.5,1,4.306326,7.163918
L1405,1,0,-0.5,1,6.878537,6.417566
L1407,1,0,-0.5,1,1.261259,5.763473
L1408,1,0,-0.5,1,3.348490,6.481509
L1409,1,0,-0.5,0,0.588003,4.481855
L1410,1,0,-0.5,0,4.016803,3.439010
L1412,1,0,-0.5,0,1.108724,5.093513
L1413,1,0,-0.5,0,1.001475,5.039964
L1414,1,0,-0.5,0,2.491787,3.676219
L1415,1,0,-0.5,0,2.980142,4.376808
L1416,1,0,-0.5,0,4.858838,5.913003
L1417,1,0,-0.5,1,4.474362,5.652717
L1418,1,0,-0.5,0,-1.134039,3.358705
L1419,1,0,-0.5,1,2.033192,6.659422
L1420,1,0,-0.5,0,-0.925296,5.167680
L1421,1,0,-0.5,1,4.366539,5.513843
L1422,1,0,-0.5,1,2.958374,7.519281
L1424,1,0,-0.5,1,5.146424,7.231764
L1427,1,0,-0.5,0,2.461565,3.616500
L1428,1,0,-0.5,0,-1.099547,4.957705
L1429,1,0,-0.5,1,6.239744,5.153939
L1430,1,0,-0.5,1,6.100678,5.098179
L1433,1,0,-0.5,1,2.080861,7.010774
L1434,1,0,-0.5,1,3.107411,7.732820
L1436,1,0,-0.5,0,1.090603,3.107764
L1438,1,0,-0.5,1,4.723423,6.535177
L1441,1,0,-0.5,1,3.809946,5.417220
L1442,1,0,-0.5,1,5.076990,6.025791
L1443,1,0,-0.5,1,4.383206,3.807501
L1445,1,0,-0.5,1,1.619806,6.303686
L1446,1,0,-0.5,1,4.987848,7.067599
L1447,1,0,-0.5,0,-0.262587,3.288808
L1448,1,0,-0.5,0,2.869339,4.607903
L1449,1,0,-0.5,0,3.716680,3.078223
L1452,1,0,-0.5,0,3.592880,2.949083
L1453,1,0,-0.5,0,0.339454,3.321516
L1454,1,0,-0.5,0,4.173235,4.585917
L1456,1,0,-0.5,0,1.511918,3.313105
L1458,1,0,-0.5,1,6.594118,4.292853
L1459,1,0,-0.5,1,6.996329,5.599550
L1460,1,0,-0.5,1,4.673766,4.629280
L1462,1,0,-0.5,0,-0.329389,3.107500
L1463,1,0,-0.5,0,-1.146524,5.417992
L1467,1,0,-0.5,1,2.756893,5.163995
L1469,1,0,-0.5,1,-0.552032,5.625478
L1471,1,0,-0.5,1,2.065575,5.939097
L1472,1,0,-0.5,0,2.356842,4.693056
L1473,1,0,-0.5,1,9.075145,4.834722
L1474,1,0,-0.5,0,1.606279,5.121820
L1475,1,0,-0.5,1,3.458167,6.311699
L1476,1,0,-0.5,1,8.003946,7.544603
L1477,1,0,-0.5,0,2.368340,3.511412
L1478,1,0,-0.5,0,0.924888,4.808997
L1479,1,0,-0.5,0,0.776577,2.607226
L1480,1,0,-0.5,0,3.678432,4.511851
L1481,1,0,-0.5,1,6.370683,6.580861
L1482,1,0,-0.5,0,0.392017,5.426133
L1483,1,0,-0.5,1,1.292784,7.617621
L1484,1,0,-0.5,1,5.946985,6.019275
L1485,1,0,-0.5,1,6.122992,6.945897
L1486,1,0,-0.5,0,-0.122203,3.016936
L1487,1,0,-0.5,1,4.039775,6.179288
L1488,1,0,-0.5,0,0.759957,4.751083
L1490,1,0,-0.5,1,4.897384,7.061857
